level_0,Time,C6_avg,psi6,V,S-2,S-1,S0
9113,489.9999,5.04667,0.77636,3.0,1.0,1.0,1.0
9114,499.9999,5.04,0.73358,3.0,1.0,1.0,1.0
9116,519.9999,5.00667,0.7155100000000001,3.0,1.0,1.0,1.0
9117,529.9999,5.08,0.76061,3.0,1.0,1.0,1.0
9118,539.9999,5.09333,0.76648,3.0,1.0,1.0,1.0
9121,569.9999,5.1466699999999985,0.79929,3.0,1.0,1.0,1.0
9136,719.9999,5.08,0.79093,3.0,1.0,1.0,1.0
9138,739.9999,5.08667,0.77908,3.0,1.0,1.0,1.0
9139,749.9999,5.0,0.75156,3.0,1.0,1.0,1.0
9140,759.9999,5.1066699999999985,0.76993,3.0,1.0,1.0,1.0
9141,769.9999,4.98,0.73732,3.0,1.0,1.0,1.0
9142,779.9999,4.99333,0.74905,3.0,1.0,1.0,1.0
9143,789.9999,5.00667,0.7426,3.0,1.0,1.0,1.0
9145,809.9999,4.87333,0.68728,3.0,1.0,1.0,1.0
9146,819.9999,4.96,0.70801,3.0,1.0,1.0,1.0
9147,829.9999,5.04667,0.75355,3.0,1.0,1.0,1.0
9157,119.9999,5.13333,0.78356,3.0,1.0,1.0,1.0
9158,129.9999,5.08,0.7730899999999999,3.0,1.0,1.0,1.0
9160,149.9999,5.16,0.74824,3.0,1.0,1.0,1.0
9161,159.9999,4.973330000000002,0.75707,3.0,1.0,1.0,1.0
9163,179.9999,4.98,0.7393,3.0,1.0,1.0,1.0
9164,189.9999,5.04667,0.72775,3.0,1.0,1.0,1.0
9166,209.9999,4.92667,0.72139,3.0,1.0,1.0,1.0
9167,219.9999,4.86667,0.63999,3.0,1.0,1.0,1.0
9168,229.9999,4.78667,0.68672,3.0,1.0,1.0,1.0
9170,249.9999,4.79333,0.6735899999999999,3.0,1.0,1.0,1.0
9173,279.9999,4.86667,0.7027,3.0,1.0,1.0,1.0
9175,299.9999,4.86,0.70767,3.0,1.0,1.0,1.0
9176,309.9999,4.88,0.71115,3.0,1.0,1.0,1.0
9177,319.9999,4.86,0.6785800000000001,3.0,1.0,1.0,1.0
9178,329.9999,4.96,0.7226199999999999,3.0,1.0,1.0,1.0
9179,339.9999,4.88667,0.69266,3.0,1.0,1.0,1.0
9180,349.9999,4.96,0.7065600000000001,3.0,1.0,1.0,1.0
9183,379.9999,4.9,0.69488,3.0,1.0,1.0,1.0
9184,389.9999,4.94,0.69686,3.0,1.0,1.0,1.0
9185,399.9999,4.90667,0.6705899999999999,3.0,1.0,1.0,1.0
9186,409.9999,5.02,0.75942,3.0,1.0,1.0,1.0
9188,429.9999,4.96,0.75566,3.0,1.0,1.0,1.0
9189,439.9999,5.07333,0.7521899999999999,3.0,1.0,1.0,1.0
9191,459.9999,4.92,0.7500600000000001,3.0,1.0,1.0,1.0
9192,469.9999,4.986669999999998,0.7248399999999999,3.0,1.0,1.0,1.0
9193,479.9999,5.013330000000002,0.7680899999999999,3.0,1.0,1.0,1.0
9195,499.9999,4.8133300000000006,0.6774399999999999,3.0,1.0,1.0,1.0
9199,539.9999,5.0,0.71883,3.0,1.0,1.0,1.0
9200,549.9999,4.986669999999998,0.72569,3.0,1.0,1.0,1.0
9201,559.9999,5.05333,0.76202,3.0,1.0,1.0,1.0
9203,579.9999,5.1,0.77575,3.0,1.0,1.0,1.0
9204,589.9999,4.973330000000002,0.73528,3.0,1.0,1.0,1.0
9207,619.9999,5.0,0.76989,3.0,1.0,1.0,1.0
9210,649.9999,5.03333,0.70604,3.0,1.0,1.0,1.0
9211,659.9999,5.06,0.7376,3.0,1.0,1.0,1.0
9212,669.9999,5.16,0.75539,3.0,1.0,1.0,1.0
9213,679.9999,4.9333300000000015,0.72834,3.0,1.0,1.0,1.0
9214,689.9999,4.98,0.72306,3.0,1.0,1.0,1.0
9216,709.9999,4.84,0.72,3.0,1.0,1.0,1.0
9217,719.9999,5.013330000000002,0.7572399999999999,3.0,1.0,1.0,1.0
9218,729.9999,5.06,0.77635,3.0,1.0,1.0,1.0
9222,769.9999,4.94,0.7540600000000001,3.0,1.0,1.0,1.0
9223,779.9999,5.05333,0.77281,3.0,1.0,1.0,1.0
9224,789.9999,5.08667,0.7553,3.0,1.0,1.0,1.0
9225,799.9999,5.02,0.76982,3.0,1.0,1.0,1.0
9227,819.9999,5.0,0.73368,3.0,1.0,1.0,1.0
9230,849.9999,4.92667,0.6944100000000001,3.0,1.0,1.0,1.0
9232,869.9999,4.71333,0.65513,3.0,1.0,1.0,1.0
9233,879.9999,4.8,0.62264,3.0,1.0,1.0,1.0
9236,99.9999,3.64,0.16293,3.0,0.0,0.0,1.0
9237,109.9999,3.78667,0.17498,3.0,0.0,0.0,1.0
9238,119.9999,4.05333,0.15883,3.0,0.0,1.0,1.0
9239,129.9999,4.09333,0.16455999999999998,3.0,0.0,1.0,1.0
9244,179.9999,4.34667,0.10233,3.0,0.0,1.0,1.0
9245,189.9999,4.22,0.12286,3.0,0.0,1.0,1.0
9246,199.9999,4.17333,0.13762,3.0,0.0,1.0,1.0
9247,209.9999,4.36667,0.17027,3.0,0.0,1.0,1.0
9249,229.9999,4.4333300000000015,0.26148000000000005,3.0,1.0,1.0,1.0
9251,249.9999,4.44667,0.19728,3.0,1.0,1.0,1.0
9253,269.9999,4.526669999999998,0.19573,3.0,1.0,1.0,1.0
9254,279.9999,4.7,0.19446,3.0,1.0,1.0,1.0
9255,289.9999,4.53333,0.24501,3.0,1.0,1.0,1.0
9257,309.9999,4.58,0.20151,3.0,1.0,1.0,1.0
9258,319.9999,4.41333,0.1805,3.0,1.0,1.0,1.0
9259,329.9999,4.33333,0.23706,3.0,1.0,1.0,1.0
9262,359.9999,4.54,0.23414,3.0,1.0,1.0,1.0
9263,369.9999,4.50667,0.29795,3.0,1.0,1.0,1.0
9264,379.9999,4.46,0.32424000000000003,3.0,1.0,1.0,1.0
9268,419.9999,4.513330000000002,0.34885,3.0,1.0,1.0,1.0
9269,429.9999,4.59333,0.37467,3.0,1.0,1.0,1.0
9271,449.9999,4.6,0.34109,3.0,1.0,1.0,1.0
9276,499.9999,4.5,0.40133,3.0,1.0,1.0,1.0
9277,509.9999,4.44667,0.39149,3.0,1.0,1.0,1.0
9279,529.9999,4.50667,0.45341,3.0,1.0,1.0,1.0
9280,539.9999,4.40667,0.45849,3.0,1.0,1.0,1.0
9281,549.9999,4.46667,0.46037,3.0,1.0,1.0,1.0
9285,589.9999,4.63333,0.5246,3.0,1.0,1.0,1.0
9286,599.9999,4.7733300000000005,0.5142399999999999,3.0,1.0,1.0,1.0
9287,609.9999,4.72,0.58194,3.0,1.0,1.0,1.0
9290,639.9999,4.92,0.69904,3.0,1.0,1.0,1.0
9291,649.9999,4.87333,0.67137,3.0,1.0,1.0,1.0
9292,659.9999,4.96,0.7482300000000001,3.0,1.0,1.0,1.0
9293,669.9999,4.83333,0.7137600000000001,3.0,1.0,1.0,1.0
9294,679.9999,4.98,0.74024,3.0,1.0,1.0,1.0
9295,689.9999,4.92667,0.6983199999999999,3.0,1.0,1.0,1.0
9301,749.9999,4.72667,0.6845399999999999,3.0,1.0,1.0,1.0
9304,779.9999,4.87333,0.7156399999999999,3.0,1.0,1.0,1.0
9306,799.9999,4.96,0.72895,3.0,1.0,1.0,1.0
9307,809.9999,5.013330000000002,0.75579,3.0,1.0,1.0,1.0
9308,819.9999,4.88667,0.7035100000000001,3.0,1.0,1.0,1.0
9310,839.9999,4.88,0.73285,3.0,1.0,1.0,1.0
9312,859.9999,4.9,0.71687,3.0,1.0,1.0,1.0
9314,879.9999,5.04667,0.71541,3.0,1.0,1.0,1.0
9315,889.9999,4.9333300000000015,0.72909,3.0,1.0,1.0,1.0
9316,899.9999,4.96,0.7317899999999999,3.0,1.0,1.0,1.0
9320,129.9999,4.99333,0.72626,3.0,1.0,1.0,1.0
9321,139.9999,4.94,0.74736,3.0,1.0,1.0,1.0
9322,149.9999,4.9333300000000015,0.74717,3.0,1.0,1.0,1.0
9327,199.9999,4.72,0.6560600000000001,3.0,1.0,1.0,1.0
9328,209.9999,4.9,0.7146899999999999,3.0,1.0,1.0,1.0
9331,239.9999,4.91333,0.69644,3.0,1.0,1.0,1.0
9333,259.9999,4.96667,0.69605,3.0,1.0,1.0,1.0
9335,279.9999,4.94667,0.7209800000000001,3.0,1.0,1.0,1.0
9337,299.9999,4.90667,0.71858,3.0,1.0,1.0,1.0
9339,319.9999,4.92,0.74371,3.0,1.0,1.0,1.0
9340,329.9999,4.96,0.71029,3.0,1.0,1.0,1.0
9341,339.9999,5.11333,0.74834,3.0,1.0,1.0,1.0
9342,349.9999,4.986669999999998,0.7319399999999999,3.0,1.0,1.0,1.0
9345,379.9999,4.98,0.71496,3.0,1.0,1.0,1.0
9346,389.9999,4.90667,0.68887,3.0,1.0,1.0,1.0
9347,399.9999,4.92,0.69931,3.0,1.0,1.0,1.0
9348,409.9999,4.92667,0.7023699999999999,3.0,1.0,1.0,1.0
9349,419.9999,4.84,0.7138,3.0,1.0,1.0,1.0
9350,429.9999,4.8933300000000015,0.6736300000000001,3.0,1.0,1.0,1.0
9352,449.9999,4.84667,0.7068399999999999,3.0,1.0,1.0,1.0
9353,459.9999,5.00667,0.73242,3.0,1.0,1.0,1.0
9354,469.9999,4.8133300000000006,0.6511600000000001,3.0,1.0,1.0,1.0
9355,479.9999,4.82,0.70222,3.0,1.0,1.0,1.0
9356,489.9999,4.76667,0.66445,3.0,1.0,1.0,1.0
9357,499.9999,4.86667,0.67388,3.0,1.0,1.0,1.0
9359,519.9999,4.79333,0.68135,3.0,1.0,1.0,1.0
9363,559.9999,4.69333,0.64363,3.0,1.0,1.0,1.0
9364,569.9999,4.75333,0.64971,3.0,1.0,1.0,1.0
9366,589.9999,4.72667,0.64413,3.0,1.0,1.0,1.0
9367,599.9999,4.83333,0.6693399999999999,3.0,1.0,1.0,1.0
9368,609.9999,4.80667,0.69848,3.0,1.0,1.0,1.0
9370,629.9999,4.84,0.6999,3.0,1.0,1.0,1.0
9379,719.9999,4.88667,0.70805,3.0,1.0,1.0,1.0
9380,729.9999,4.90667,0.71177,3.0,1.0,1.0,1.0
9381,739.9999,4.71333,0.66486,3.0,1.0,1.0,1.0
9386,789.9999,4.88,0.69857,3.0,1.0,1.0,1.0
9389,819.9999,4.986669999999998,0.74608,3.0,1.0,1.0,1.0
9390,829.9999,4.973330000000002,0.73906,3.0,1.0,1.0,1.0
9392,849.9999,5.03333,0.7689,3.0,1.0,1.0,1.0
9393,859.9999,5.0,0.75603,3.0,1.0,1.0,1.0
9395,879.9999,5.00667,0.72283,3.0,1.0,1.0,1.0
9396,889.9999,5.00667,0.7541100000000001,3.0,1.0,1.0,1.0
9399,109.9999,3.78667,0.20778,3.0,0.0,0.0,1.0
9400,119.9999,3.88,0.26431,3.0,0.0,0.0,1.0
9401,129.9999,4.0666699999999985,0.36955,3.0,0.0,1.0,1.0
9402,139.9999,4.18667,0.39604,3.0,0.0,1.0,1.0
9404,159.9999,4.42667,0.46805,3.0,0.0,1.0,1.0
9407,189.9999,4.41333,0.46419,3.0,0.0,1.0,1.0
9409,209.9999,4.42667,0.5088699999999999,3.0,0.0,1.0,1.0
9411,229.9999,4.55333,0.5483600000000001,3.0,1.0,1.0,1.0
9412,239.9999,4.61333,0.61652,3.0,1.0,1.0,1.0
9416,279.9999,4.84667,0.70314,3.0,1.0,1.0,1.0
9417,289.9999,4.92,0.70939,3.0,1.0,1.0,1.0
9418,299.9999,4.84667,0.69234,3.0,1.0,1.0,1.0
9420,319.9999,4.84667,0.7083,3.0,1.0,1.0,1.0
9421,329.9999,4.96,0.72359,3.0,1.0,1.0,1.0
9423,349.9999,4.80667,0.6794899999999999,3.0,1.0,1.0,1.0
9424,359.9999,4.74667,0.69353,3.0,1.0,1.0,1.0
9426,379.9999,4.9333300000000015,0.74129,3.0,1.0,1.0,1.0
9428,399.9999,4.71333,0.66164,3.0,1.0,1.0,1.0
9431,429.9999,4.8,0.65128,3.0,1.0,1.0,1.0
9432,439.9999,4.84,0.67784,3.0,1.0,1.0,1.0
9433,449.9999,4.95333,0.7118,3.0,1.0,1.0,1.0
9434,459.9999,4.92,0.71663,3.0,1.0,1.0,1.0
9438,499.9999,4.82,0.70667,3.0,1.0,1.0,1.0
9440,519.9999,5.04667,0.7657,3.0,1.0,1.0,1.0
9444,559.9999,4.91333,0.74349,3.0,1.0,1.0,1.0
9449,609.9999,4.96,0.74364,3.0,1.0,1.0,1.0
9450,619.9999,4.8133300000000006,0.70373,3.0,1.0,1.0,1.0
9451,629.9999,5.013330000000002,0.7552300000000001,3.0,1.0,1.0,1.0
9452,639.9999,4.90667,0.73109,3.0,1.0,1.0,1.0
9453,649.9999,5.026669999999998,0.7600600000000001,3.0,1.0,1.0,1.0
9454,659.9999,4.92,0.73868,3.0,1.0,1.0,1.0
9455,669.9999,4.99333,0.7358,3.0,1.0,1.0,1.0
9456,679.9999,4.973330000000002,0.74788,3.0,1.0,1.0,1.0
9457,689.9999,5.00667,0.74749,3.0,1.0,1.0,1.0
9460,719.9999,4.87333,0.72219,3.0,1.0,1.0,1.0
9464,759.9999,4.9,0.71686,3.0,1.0,1.0,1.0
9465,769.9999,5.00667,0.75293,3.0,1.0,1.0,1.0
9466,779.9999,4.92,0.7321,3.0,1.0,1.0,1.0
9468,799.9999,4.90667,0.71707,3.0,1.0,1.0,1.0
9469,809.9999,5.00667,0.75298,3.0,1.0,1.0,1.0
9470,819.9999,4.92,0.73741,3.0,1.0,1.0,1.0
9471,829.9999,4.91333,0.72996,3.0,1.0,1.0,1.0
9472,839.9999,4.96667,0.73,3.0,1.0,1.0,1.0
9473,849.9999,4.92667,0.72629,3.0,1.0,1.0,1.0
9474,859.9999,4.86,0.68474,3.0,1.0,1.0,1.0
9475,869.9999,4.84667,0.69043,3.0,1.0,1.0,1.0
9478,899.9999,4.8133300000000006,0.68477,3.0,1.0,1.0,1.0
9480,109.9999,4.3933300000000015,0.15559,3.0,1.0,1.0,1.0
9481,119.9999,4.4,0.20965,3.0,1.0,1.0,1.0
9482,129.9999,4.42667,0.24917,3.0,1.0,1.0,1.0
9483,139.9999,4.38667,0.22383000000000006,3.0,1.0,1.0,1.0
9484,149.9999,4.56,0.23934,3.0,1.0,1.0,1.0
9486,169.9999,4.57333,0.25083,3.0,1.0,1.0,1.0
9489,199.9999,4.62,0.33522,3.0,1.0,1.0,1.0
9491,219.9999,4.37333,0.29543,3.0,1.0,1.0,1.0
9492,229.9999,4.6066699999999985,0.27335,3.0,1.0,1.0,1.0
9499,299.9999,4.62,0.33523000000000003,3.0,1.0,1.0,1.0
9501,319.9999,4.57333,0.31682,3.0,1.0,1.0,1.0
9503,339.9999,4.6,0.40748,3.0,1.0,1.0,1.0
9504,349.9999,4.70667,0.38246,3.0,1.0,1.0,1.0
9507,379.9999,4.68667,0.37228,3.0,1.0,1.0,1.0
9509,399.9999,4.59333,0.39244,3.0,1.0,1.0,1.0
9511,419.9999,4.6066699999999985,0.39653,3.0,1.0,1.0,1.0
9515,459.9999,4.7,0.44405,3.0,1.0,1.0,1.0
9520,509.9999,4.513330000000002,0.52288,3.0,1.0,1.0,1.0
9521,519.9999,4.65333,0.53982,3.0,1.0,1.0,1.0
9524,549.9999,4.44667,0.46901,3.0,1.0,1.0,1.0
9526,569.9999,4.76,0.5990800000000001,3.0,1.0,1.0,1.0
9527,579.9999,4.79333,0.61625,3.0,1.0,1.0,1.0
9528,589.9999,4.72667,0.60847,3.0,1.0,1.0,1.0
9529,599.9999,4.76667,0.62566,3.0,1.0,1.0,1.0
9530,609.9999,4.63333,0.6384,3.0,1.0,1.0,1.0
9531,619.9999,4.7,0.6483399999999999,3.0,1.0,1.0,1.0
9532,629.9999,4.5666699999999985,0.63088,3.0,1.0,1.0,1.0
9533,639.9999,4.72,0.67145,3.0,1.0,1.0,1.0
9534,649.9999,4.78,0.6450899999999999,3.0,1.0,1.0,1.0
9535,659.9999,4.8,0.66682,3.0,1.0,1.0,1.0
9540,709.9999,4.96,0.70598,3.0,1.0,1.0,1.0
9543,739.9999,4.82667,0.66463,3.0,1.0,1.0,1.0
9546,769.9999,4.90667,0.69926,3.0,1.0,1.0,1.0
9548,789.9999,5.02,0.70025,3.0,1.0,1.0,1.0
9550,809.9999,5.013330000000002,0.7530600000000001,3.0,1.0,1.0,1.0
9551,819.9999,5.05333,0.7571,3.0,1.0,1.0,1.0
9553,839.9999,5.00667,0.71649,3.0,1.0,1.0,1.0
9556,869.9999,4.86667,0.68283,3.0,1.0,1.0,1.0
9557,879.9999,4.90667,0.6932699999999999,3.0,1.0,1.0,1.0
9559,899.9999,4.96,0.74269,3.0,1.0,1.0,1.0
9560,99.9999,4.86667,0.68935,3.0,2.0,1.0,1.0
9562,119.9999,4.94,0.68866,3.0,1.0,1.0,1.0
9564,139.9999,5.0666699999999985,0.75526,3.0,1.0,1.0,1.0
9565,149.9999,4.86667,0.71544,3.0,1.0,1.0,1.0
9568,179.9999,4.90667,0.7309100000000001,3.0,1.0,1.0,1.0
9570,199.9999,4.7733300000000005,0.70377,3.0,1.0,1.0,1.0
9573,229.9999,4.9,0.6793,3.0,1.0,1.0,1.0
9574,239.9999,4.79333,0.6768,3.0,1.0,1.0,1.0
9575,249.9999,4.86667,0.73498,3.0,1.0,1.0,1.0
9576,259.9999,4.986669999999998,0.75688,3.0,1.0,1.0,1.0
9578,279.9999,4.86,0.71586,3.0,1.0,1.0,1.0
9579,289.9999,4.90667,0.71315,3.0,1.0,1.0,1.0
9581,309.9999,4.88667,0.69055,3.0,1.0,1.0,1.0
9582,319.9999,4.91333,0.72782,3.0,1.0,1.0,1.0
9584,339.9999,4.88667,0.7038300000000001,3.0,1.0,1.0,1.0
9585,349.9999,4.79333,0.66922,3.0,1.0,1.0,1.0
9586,359.9999,4.76,0.70096,3.0,1.0,1.0,1.0
9587,369.9999,4.82,0.71065,3.0,1.0,1.0,1.0
9589,389.9999,5.0,0.71175,3.0,1.0,1.0,1.0
9592,419.9999,4.9333300000000015,0.7419600000000001,3.0,1.0,1.0,1.0
9596,459.9999,4.94,0.73074,3.0,1.0,1.0,1.0
9605,549.9999,4.91333,0.73123,3.0,1.0,1.0,1.0
9607,569.9999,4.94,0.70854,3.0,1.0,1.0,1.0
9608,579.9999,4.986669999999998,0.7410800000000001,3.0,1.0,1.0,1.0
9612,619.9999,4.88,0.71122,3.0,1.0,1.0,1.0
9615,649.9999,5.04,0.70815,3.0,1.0,1.0,1.0
9617,669.9999,4.84,0.6963699999999999,3.0,1.0,1.0,1.0
9618,679.9999,4.82,0.6724600000000001,3.0,1.0,1.0,1.0
9620,699.9999,4.84667,0.70106,3.0,1.0,1.0,1.0
9622,719.9999,4.90667,0.71435,3.0,1.0,1.0,1.0
9623,729.9999,4.92667,0.73923,3.0,1.0,1.0,1.0
9625,749.9999,4.88,0.7538,3.0,1.0,1.0,1.0
9626,759.9999,4.84,0.69738,3.0,1.0,1.0,1.0
9627,769.9999,4.88667,0.67504,3.0,1.0,1.0,1.0
9630,799.9999,4.87333,0.7043699999999999,3.0,1.0,1.0,1.0
9633,829.9999,4.86,0.70236,3.0,1.0,1.0,1.0
9634,839.9999,4.91333,0.72907,3.0,1.0,1.0,1.0
9635,849.9999,4.86667,0.71991,3.0,1.0,1.0,1.0
9636,859.9999,4.986669999999998,0.74635,3.0,1.0,1.0,1.0
9637,869.9999,5.0,0.75065,3.0,1.0,1.0,1.0
9640,899.9999,4.84667,0.72643,3.0,1.0,1.0,1.0
9642,109.9999,4.05333,0.25387,3.0,0.0,1.0,1.0
9643,119.9999,3.89333,0.16555999999999998,3.0,0.0,0.0,1.0
9644,129.9999,4.07333,0.20104,3.0,0.0,1.0,1.0
9646,149.9999,4.3533300000000015,0.20601,3.0,0.0,1.0,1.0
9648,169.9999,4.40667,0.20237,3.0,0.0,1.0,1.0
9649,179.9999,4.2733300000000005,0.20644,3.0,0.0,1.0,1.0
9651,199.9999,4.46667,0.24109,3.0,0.0,1.0,1.0
9652,209.9999,4.48,0.2551,3.0,1.0,1.0,1.0
9653,219.9999,4.42,0.24325,3.0,0.0,1.0,1.0
9656,249.9999,4.56,0.23058,3.0,1.0,1.0,1.0
9657,259.9999,4.50667,0.21546,3.0,1.0,1.0,1.0
9658,269.9999,4.69333,0.23553,3.0,1.0,1.0,1.0
9659,279.9999,4.59333,0.23942,3.0,1.0,1.0,1.0
9660,289.9999,4.66,0.29878000000000005,3.0,1.0,1.0,1.0
9661,299.9999,4.54667,0.24021,3.0,1.0,1.0,1.0
9662,309.9999,4.56,0.15824000000000002,3.0,1.0,1.0,1.0
9663,319.9999,4.55333,0.17689000000000002,3.0,1.0,1.0,1.0
9664,329.9999,4.4,0.19968,3.0,1.0,1.0,1.0
9665,339.9999,4.58,0.27074000000000004,3.0,1.0,1.0,1.0
9666,349.9999,4.42667,0.22674,3.0,1.0,1.0,1.0
9667,359.9999,4.66,0.23198,3.0,1.0,1.0,1.0
9668,369.9999,4.63333,0.25025,3.0,1.0,1.0,1.0
9669,379.9999,4.5666699999999985,0.29457,3.0,1.0,1.0,1.0
9672,409.9999,4.82667,0.21745,3.0,1.0,1.0,1.0
9673,419.9999,4.79333,0.22019,3.0,1.0,1.0,1.0
9675,439.9999,4.72667,0.26016,3.0,1.0,1.0,1.0
9680,489.9999,4.70667,0.31846,3.0,1.0,1.0,1.0
9682,509.9999,4.62667,0.27681999999999995,3.0,1.0,1.0,1.0
9685,539.9999,4.87333,0.30295,3.0,1.0,1.0,1.0
9687,559.9999,4.7,0.26412,3.0,1.0,1.0,1.0
9688,569.9999,4.71333,0.31252,3.0,1.0,1.0,1.0
9689,579.9999,4.75333,0.28245,3.0,1.0,1.0,1.0
9690,589.9999,4.65333,0.25875,3.0,1.0,1.0,1.0
9692,609.9999,4.6466699999999985,0.29972,3.0,1.0,1.0,1.0
9694,629.9999,4.78,0.24952,3.0,1.0,1.0,1.0
9696,649.9999,4.66,0.21051,3.0,1.0,1.0,1.0
9704,729.9999,4.66,0.28418000000000004,3.0,1.0,1.0,1.0
9707,759.9999,4.68,0.29863,3.0,1.0,1.0,1.0
9708,769.9999,4.67333,0.23917,3.0,1.0,1.0,1.0
9709,779.9999,4.84,0.31539,3.0,1.0,1.0,1.0
9712,809.9999,4.74,0.25296,3.0,1.0,1.0,1.0
9714,829.9999,4.75333,0.23293000000000005,3.0,1.0,1.0,1.0
9716,849.9999,4.69333,0.31709,3.0,1.0,1.0,1.0
9717,859.9999,4.64,0.23723,3.0,1.0,1.0,1.0
9718,869.9999,4.64,0.31131,3.0,1.0,1.0,1.0
9719,879.9999,4.75333,0.29632,3.0,1.0,1.0,1.0
9720,889.9999,4.7733300000000005,0.29224,3.0,1.0,1.0,1.0
9721,899.9999,4.72,0.28991,3.0,1.0,1.0,1.0
9722,99.9999,4.42667,0.23573,3.0,1.0,1.0,1.0
9724,119.9999,4.5,0.2097,3.0,1.0,1.0,1.0
9725,129.9999,4.526669999999998,0.2793,3.0,1.0,1.0,1.0
9726,139.9999,4.5,0.32961,3.0,1.0,1.0,1.0
9727,149.9999,4.526669999999998,0.32299,3.0,1.0,1.0,1.0
9729,169.9999,4.46,0.36553,3.0,1.0,1.0,1.0
9730,179.9999,4.61333,0.36513,3.0,1.0,1.0,1.0
9731,189.9999,4.53333,0.33096,3.0,1.0,1.0,1.0
9732,199.9999,4.55333,0.3546,3.0,1.0,1.0,1.0
9733,209.9999,4.67333,0.37026,3.0,1.0,1.0,1.0
9734,219.9999,4.70667,0.41534,3.0,1.0,1.0,1.0
9735,229.9999,4.80667,0.43726,3.0,1.0,1.0,1.0
9736,239.9999,4.72,0.47709,3.0,1.0,1.0,1.0
9737,249.9999,4.6,0.4769100000000001,3.0,1.0,1.0,1.0
9740,279.9999,4.68,0.4800100000000001,3.0,1.0,1.0,1.0
9741,289.9999,4.59333,0.45458,3.0,1.0,1.0,1.0
9742,299.9999,4.71333,0.51998,3.0,1.0,1.0,1.0
9743,309.9999,4.57333,0.5069,3.0,1.0,1.0,1.0
9745,329.9999,4.72667,0.5405399999999999,3.0,1.0,1.0,1.0
9746,339.9999,4.64,0.60846,3.0,1.0,1.0,1.0
9748,359.9999,4.72667,0.5927600000000001,3.0,1.0,1.0,1.0
9750,379.9999,4.74667,0.6581199999999999,3.0,1.0,1.0,1.0
9752,399.9999,4.8533300000000015,0.68642,3.0,1.0,1.0,1.0
9754,419.9999,4.94,0.71618,3.0,1.0,1.0,1.0
9757,449.9999,4.74667,0.68015,3.0,1.0,1.0,1.0
9758,459.9999,4.82667,0.69292,3.0,1.0,1.0,1.0
9762,499.9999,4.8533300000000015,0.68613,3.0,1.0,1.0,1.0
9763,509.9999,4.78,0.64558,3.0,1.0,1.0,1.0
9765,529.9999,4.90667,0.73244,3.0,1.0,1.0,1.0
9768,559.9999,4.84667,0.66151,3.0,1.0,1.0,1.0
9770,579.9999,4.86,0.6603,3.0,1.0,1.0,1.0
9772,599.9999,4.87333,0.71714,3.0,1.0,1.0,1.0
9773,609.9999,4.90667,0.69495,3.0,1.0,1.0,1.0
9774,619.9999,4.8133300000000006,0.6612100000000001,3.0,1.0,1.0,1.0
9775,629.9999,4.8533300000000015,0.7059,3.0,1.0,1.0,1.0
9776,639.9999,4.88,0.70806,3.0,1.0,1.0,1.0
9778,659.9999,4.96,0.72849,3.0,1.0,1.0,1.0
9779,669.9999,4.8533300000000015,0.6998800000000001,3.0,1.0,1.0,1.0
9780,679.9999,4.9333300000000015,0.72255,3.0,1.0,1.0,1.0
9783,709.9999,4.92,0.75557,3.0,1.0,1.0,1.0
9786,739.9999,4.98,0.7375,3.0,1.0,1.0,1.0
9787,749.9999,5.13333,0.7708,3.0,1.0,1.0,1.0
9789,769.9999,4.96,0.72569,3.0,1.0,1.0,1.0
9790,779.9999,4.92,0.74797,3.0,1.0,1.0,1.0
9791,789.9999,4.92667,0.732,3.0,1.0,1.0,1.0
9794,819.9999,4.74667,0.67856,3.0,1.0,1.0,1.0
9796,839.9999,4.986669999999998,0.76476,3.0,1.0,1.0,1.0
9798,859.9999,4.91333,0.69506,3.0,1.0,1.0,1.0
9801,889.9999,4.90667,0.72843,3.0,1.0,1.0,1.0
9803,99.9999,4.58667,0.15334,3.0,1.0,1.0,1.0
9804,109.9999,4.57333,0.23869,3.0,1.0,1.0,1.0
9805,119.9999,4.61333,0.25536,3.0,1.0,1.0,1.0
9808,149.9999,4.62,0.3339,3.0,1.0,1.0,1.0
9810,169.9999,4.65333,0.36336,3.0,1.0,1.0,1.0
9811,179.9999,4.473330000000002,0.36459,3.0,1.0,1.0,1.0
9814,209.9999,4.55333,0.35295,3.0,1.0,1.0,1.0
9815,219.9999,4.41333,0.34689000000000003,3.0,1.0,1.0,1.0
9818,249.9999,4.61333,0.39405,3.0,1.0,1.0,1.0
9820,269.9999,4.52,0.4406,3.0,1.0,1.0,1.0
9821,279.9999,4.68667,0.5300699999999999,3.0,1.0,1.0,1.0
9823,299.9999,4.76667,0.51957,3.0,1.0,1.0,1.0
9825,319.9999,4.58667,0.55075,3.0,1.0,1.0,1.0
9826,329.9999,4.71333,0.5606399999999999,3.0,1.0,1.0,1.0
9828,349.9999,4.71333,0.55353,3.0,1.0,1.0,1.0
9829,359.9999,4.6,0.51544,3.0,1.0,1.0,1.0
9830,369.9999,4.68667,0.55747,3.0,1.0,1.0,1.0
9831,379.9999,4.8933300000000015,0.61965,3.0,1.0,1.0,1.0
9835,419.9999,4.82667,0.66285,3.0,1.0,1.0,1.0
9836,429.9999,4.78667,0.65123,3.0,1.0,1.0,1.0
9837,439.9999,4.91333,0.68624,3.0,1.0,1.0,1.0
9838,449.9999,4.86667,0.69702,3.0,1.0,1.0,1.0
